Var1,Var2,Var3,Var4,Var5,Var6,Var7
Gymnobela agassizii,0.9221609,1.4758,-0.001,0.5,35,Mollusca
Gymnobela aquilarum,0.8635885,1.118084,0.05402109,0.4761904,50,Mollusca
Gymnobela emertoni,0.5543528,1.566728,0.09080949,0.6666666,37,Mollusca
Gymnobela engonia,-1.503946,44.77263,0.00971819,0.5714285,76,Mollusca
Gymnobela frielei,0.8038312,1.234106,0,1,50,Mollusca
Gymnobela procera,0.0346136,6.777575,0,0.4285714,15,Mollusca
Gymnobela subaraneosa,-2.070003,7.132477,0.05410828,0.3870968,59,Mollusca
Gymnobela yoshidai,1.650954,5.710627,0.05358816,0.3478261,107,Mollusca
Gyrineum aculeatum,0.3074077,10.26437,0,0.7263682,140,Mollusca
Gyrineum lacunatum,0.07779638,7.322953,0,0.7826087,791,Mollusca
Gyrineum longicaudatum,0.3798207,11.01256,0,0.6984127,131,Mollusca
Gyrineum perca,0.01401219,5.414211,0,0.5546218,34,Mollusca
Gyrineum roseum,-0.02146235,4.831286,0,0.6938776,162,Mollusca
Hadriania craticulata,0.05855834,5.212169,0,0.6724138,34,Mollusca
Halgerda fibra,-0.2943785,6.105501,0,0.3577236,85,Mollusca
Haliella stenostoma,0.2115798,4.878081,0,0.6746988,161,Mollusca
Haliphron atlanticus,0.2214286,7.548926,0,0.758427,268,Mollusca
Haliris fischeriana,0.3408256,8.939667,0,0.7692308,36,Mollusca
Halistylus columna,0.003814187,5.394882,0.006552102,0.6721312,31,Mollusca
Halonympha depressa,-0.7032717,13.93599,0,0.517647,26,Mollusca
Hanleya hanleyi,0.1619089,6.067184,0.03088176,0.6741573,252,Mollusca
Harpa articularis,0.3213478,9.667194,0,0.8070176,67,Mollusca
Harpovoluta charcoti,1.229064,1.005281,-0.001,0.6902655,345,Mollusca
Hastula cinerea,-0.0127075,5.562349,0,0.8,78,Mollusca
Hastula hastata,-0.6544611,2.187349,0.06283939,0.6732674,34,Mollusca
Hastula raphanula,0.5348414,15.4437,0,0.5714285,13,Mollusca
Haumea loxoides,0.06220082,5.456209,0,0.6341463,25,Mollusca
Haumea minuta,0.5848888,16.02272,0,0.8387097,39,Mollusca
Haurakia angulata,0.1298243,6.332171,0,0.7166667,119,Mollusca
Haustellum tweedianum,0.1412447,6.37632,-0.001,0.6086956,82,Mollusca
Heilprinia timessa,0.2368377,7.548508,0,0.7727273,113,Mollusca
Heliacus areola,0.2022614,7.748962,0,0.6666666,13,Mollusca
Heliacus bisulcatus,0.188027,7.070025,0,0.7647059,103,Mollusca
Heliacus stramineus,0.1338527,7.09079,0,0.6530612,27,Mollusca
Helicocranchia papillata,0.1119625,5.620177,0,0.7058823,77,Mollusca
Heliconoides inflatus,0.09911554,9.346145,0.01365132,0.8312757,776,Mollusca
Hemiaclis incolorata,-0.2956869,17.3783,0.036026,0.5813954,23,Mollusca
Hemiaclis ventrosa,0.6732055,1.832949,0.09978382,0.4556962,23,Mollusca
Hemiarthrum setulosum,0.2118806,4.387299,-0.001,0.5465117,65,Mollusca
Hemiliostraca auricincta,0.3259353,9.170382,0,0.7428571,62,Mollusca
Hemipolygona carinifera,0.06687846,6.371841,0,0.6865672,92,Mollusca
Hemipolygona mcgintyi,0.4263251,10.69406,0,0.6842105,17,Mollusca
Hermania scabra,0.1049595,5.597003,0,0.7068965,1928,Mollusca
Herpetopoma helix,0.4048233,9.93788,0,0.6111111,22,Mollusca
Hesperisternia karinae,0.0912571,5.767622,0,0.7037037,21,Mollusca
Hesperisternia multangulus,0.1822636,7.074442,0,0.7654321,74,Mollusca
Heteranomia squamula,0.2276057,6.793986,0.04897175,0.8051282,1818,Mollusca
Heteroschismoides subterfissus,0.1236802,4.037014,0.0517068,0.6896552,47,Mollusca
Heteroteuthis dispar,0.3086079,6.322197,0,0.6766918,259,Mollusca
Heteroteuthis serventyi,0.3095946,9.452958,0,0.6162791,104,Mollusca
Hexaplex fulvescens,0.1186757,6.373389,0,0.8196721,85,Mollusca
Hexaplex trunculus,0.1022968,5.775753,0,0.8380952,281,Mollusca
Hiatella arctica,0.09789924,6.963243,0,0.8757062,6011,Mollusca
Hiatella azaria,-0.09187791,5.494066,0.04414579,0.6438356,16,Mollusca
Hiatella rugosa,0.1092237,5.461103,0,0.7721519,87,Mollusca
Hindsiclava alesidota,0.4324167,10.18217,-0.001,0.635514,40,Mollusca
Hipponix incurvus,0.09472423,5.844143,0,0.7567568,33,Mollusca
Hirtomurex marshalli,0.7090725,3.913646,0.0661144,0.288,12,Mollusca
Histioteuthis atlantica,0.1151543,5.721244,0,0.7192982,267,Mollusca
Histioteuthis eltaninae,0.1296287,6.471953,0,0.4701754,60,Mollusca
Histioteuthis macrohista,0.3552264,5.549953,0,0.6309524,117,Mollusca
Histioteuthis meleagroteuthis,0.7460528,13.99274,0,0.6007067,143,Mollusca
Histioteuthis miranda,0.1135244,6.274362,0,0.6940639,222,Mollusca
Histioteuthis reversa,1.510576,12.84022,0.09930034,0.6547406,557,Mollusca
Homalocantha pele,-0.05154105,4.598138,0,0.6206896,22,Mollusca
Homalopoma cunninghami,0.3056036,4.232653,0,0.7301587,20,Mollusca
Homalopoma linnei,0.1834325,6.492695,0,0.4044944,19,Mollusca
Homalopoma quantillum,-0.107091,6.227023,0.08083634,0.7329192,48,Mollusca
Homalopoma sanguineum,0.006892554,5.079757,0,0.6363636,58,Mollusca
Humilaria kennerleyi,0.5357467,4.555439,0,0.7466667,28,Mollusca
Huxleyia concentrica,0.09107661,5.123092,0,0.5454545,30,Mollusca
Huxleyia munita,1.764255,2.96985,0,0.5714285,21,Mollusca
Hyala vitrea,0.1160994,5.945799,0,0.7810219,4244,Mollusca
Hyalina lucida,0.6515639,13.53486,0,0.7826087,48,Mollusca
Hyalocylis striata,0.05005221,6.040594,0,0.7916667,180,Mollusca
Hyalopecten frigidus,0.3128711,2.275006,0,0.6666666,55,Mollusca
Hyalopecten pudicus,0.6788591,1.666056,0,0.8888889,72,Mollusca
Hyalopecten tydemani,1.657949,1.244627,0.003468287,0.3577236,21,Mollusca
Hydatina vesicaria,0.1986277,6.899996,0,0.6285714,25,Mollusca
Hydroginella columnaria,0.127083,6.18584,0,0.5,30,Mollusca
Hydromyles globulosus,0.2097677,7.094479,0,0.5970149,156,Mollusca
Hyotissa inermis,0.2596217,8.532908,0,0.7368421,71,Mollusca
Hyotissa mcgintyi,0.234047,7.749655,0,0.7397261,25,Mollusca
Icuncula zodiaca,0.02143223,5.043875,0,0.5818182,18,Mollusca
Idas washingtonius,1.745763,1.167531,0.003612265,0.1296296,16,Mollusca
Idioteuthis cordiformis,1.433209,4.31382,0.0633973,0.4110429,112,Mollusca
Ifremeria nautilei,0.2357729,7.725642,0,0.3076923,104,Mollusca
Ilanga agulhasensis,0.534313,9.726389,0,0.6551724,21,Mollusca
Ilanga bicarinata,0.4853751,9.323099,0,0.6785715,90,Mollusca
Ilanga laevissima,0.3739921,8.972007,0,0.6923077,96,Mollusca
Illex argentinus,0.315682,5.640058,0.09680145,0.7723577,8857,Mollusca
Illex coindetii,0.9372413,22.4902,0,0.862069,8230,Mollusca
Illex illecebrosus,0.0161723,10.2483,0.02031072,0.9076517,12774,Mollusca
Illex oxygonius,0.4594026,9.642221,0,0.6385542,31,Mollusca
Imbricaria flammea,0.3877715,11.55154,0,0.7755102,52,Mollusca
Indocrassatella pilula,0.5368688,9.753258,0,0.6071429,50,Mollusca
Indomitrella conspersa,-0.05237416,4.757732,0,0.7234043,544,Mollusca
Indomitrella puella,0.08378585,7.27777,0,0.7238095,411,Mollusca
Ingensia ingens,0.07237752,5.417943,0,0.6206896,16,Mollusca
Iniforis turristhomae,-0.6660616,2.541504,0.08279654,0.7194245,60,Mollusca
Inodrillia aepynota,0.3358683,8.529274,-0.001,0.6257669,15,Mollusca
Inquisitor alabaster,0.06811915,5.86924,0,0.6521739,39,Mollusca
Iothia emarginuloides,1.002233,1.001438,0.0186958,0.6912442,230,Mollusca
Iothia fulva,0.1993986,5.031821,0,0.74,57,Mollusca
Iphinopsis alba,0.09205729,4.293463,0.06434987,0.4827586,24,Mollusca
Isara straminea,0.1704472,6.761241,0,0.6296296,31,Mollusca
Ischnochiton luteoroseus,0.4289983,3.504886,0.04314291,0.4719101,16,Mollusca
Ischnochiton niveus,0.05459876,5.414018,0,0.6470588,25,Mollusca
Iselica globosa,0.1544963,6.182259,0,0.6875,23,Mollusca
Isotriphora tasmanica,-0.08125783,6.275409,0.02802611,0.6593406,90,Mollusca
Isotriphora vercoi,-0.05913614,5.581813,0,0.494382,28,Mollusca
Ithycythara auberiana,0.2547921,7.842759,0,0.7466667,82,Mollusca
Ithycythara cymella,0.3144674,8.665933,0,0.5547445,21,Mollusca
Ithycythara lanceolata,0.2060872,7.410112,0,0.7647059,89,Mollusca
Ithycythara pentagonalis,0.2678843,7.87257,0,0.6086956,31,Mollusca
Ithycythara psila,0.0991082,5.858006,0,0.65625,31,Mollusca
Ittibittium houbricki,0.07765558,5.480835,0,0.6,55,Mollusca
Japetella heathi,0.5902672,12.84583,0,0.6736842,50,Mollusca
Joannisiella oblonga,0.009045079,6.113451,0.05326672,0.5098039,26,Mollusca
Jolya arata,0.08653082,6.194455,0,0.6888889,21,Mollusca
Jolya elongata,0.5224612,14.8257,0,0.7894737,123,Mollusca
Jolya rhomboidea,-0.02841992,5.364926,0,0.7356322,83,Mollusca
Jouannetia quillingi,-0.05105288,4.945554,0,0.7191011,20,Mollusca
Jujubinus montagui,0.3823166,5.651665,0.09410055,0.7283237,876,Mollusca
Juliacorbula aequivalvis,0.2679686,7.995994,0,0.745098,41,Mollusca
Juxtamusium maldivense,-0.893416,1.40143,0.07962083,0.7142857,38,Mollusca
Kaiparapelta askewi,-0.3226737,6.069234,0,0.4230769,17,Mollusca
Kaiparathina boucheti,0.4638161,6.076634,0.09086703,0.2962963,16,Mollusca
Kalinga ornata,0.1101159,6.350627,0,0.4642857,19,Mollusca
Kalolophus speciosus,0.1810129,7.926515,0.0148903,0.7692308,153,Mollusca
Kaloplocamus ramosus,0.009268503,5.165555,0,0.5151515,22,Mollusca
Karnekampia sulcata,0.06713157,5.146755,0,0.519084,153,Mollusca
Katadesmia cuneata,0.8767545,1.079168,0.08692344,0.55,255,Mollusca
Katadesmia kolthoffi,0.27245,2.608419,0.00329204,0.4705882,56,Mollusca
Katadesmia pallida,0.8811939,1.010609,0.07859877,0.3333333,61,Mollusca
Katadesmia polita,0.7878493,1.126693,0.08668754,0.2978724,105,Mollusca
Katadesmia vincula,0.6142113,1.55149,0.09879062,0.3333333,18,Mollusca
Keenaea centifilosa,0.7681795,5.511699,0.07748631,0.6721991,72,Mollusca
Keenocardium blandum,0.4604172,4.673073,0,0.7837838,30,Mollusca
Keenocardium californiense,0.07744886,5.149943,0,0.7379679,158,Mollusca
Kellia bullata,0.005655879,5.292275,0,0.6037736,13,Mollusca
Kellia cycladiformis,0.0314607,5.235791,0,0.6666666,30,Mollusca
Kellia simulans,0.5703116,2.624291,-0.000992273,0.6022727,74,Mollusca
Kellia suborbicularis,0.06032552,6.307477,0,0.8189656,618,Mollusca
Kelliella miliaris,0.1974608,5.776308,0,0.7019231,545,Mollusca
Kerguelenatica delicatula,0.8743763,1.317003,0.007976571,0.7630058,111,Mollusca
Kermia benhami,0.08109818,5.571877,0,0.4324324,26,Mollusca
Kilburnia heynemanni,0.2990631,7.561044,0,0.6933333,16,Mollusca
Kryptos koehleri,0.8599342,1.192164,0.09829941,0.3225806,15,Mollusca
Kurodavolva wakayamaensis,-0.2977879,4.531084,0,0.5294118,19,Mollusca
Kuroshiovolva shingoi,0.1449756,6.909181,0,0.4833333,12,Mollusca
Kurtiella bidentata,0.1110999,5.80061,0,0.846473,55213,Mollusca
Kurtiella ovata,0.2685432,7.646316,0,0.5,20,Mollusca
Kurtiella tumida,0.6971301,5.396879,0.09735308,0.7065868,634,Mollusca
Kurtiella tumidula,0.2541862,4.856836,0,0.68,94,Mollusca
Kurtzia arteaga,0.6977514,4.897032,0,0.5818182,27,Mollusca
Kurtziella atrostyla,0.1416813,6.472569,0,0.6842105,150,Mollusca
Kurtziella cerina,0.1904082,7.233616,0,0.8333333,87,Mollusca
Kurtziella dorvilliae,-0.02360529,4.989007,0,0.8064516,26,Mollusca
Kurtziella limonitella,0.1156108,6.242658,0,0.7419355,50,Mollusca
Kurtziella plumbea,0.2105221,5.019503,0,0.6511628,22,Mollusca
Kurtziella serga,0.08094825,6.079165,0,0.6349206,51,Mollusca
Kurtzina beta,0.4983905,5.556244,0,0.6,68,Mollusca
Lacuna crassior,0.03576333,5.124858,0,0.7307692,162,Mollusca
Laeocochlis sinistratus,0.306369,3.495656,0.02329612,0.5531915,24,Mollusca
Laevicardium brasilianum,0.1425771,6.253436,0,0.8484849,19,Mollusca
Laevicardium crassum,0.1034458,6.096988,0.02539353,0.7640449,756,Mollusca
Laevicardium oblongum,0.202927,5.620405,0,0.7407408,73,Mollusca
Laevicardium pictum,-0.3410931,4.017809,0.05071648,0.7676768,370,Mollusca
Laevicardium serratum,0.0962171,6.107448,0,0.7111111,170,Mollusca
Laevicardium sybariticum,0.3646853,9.671134,0,0.6428571,89,Mollusca
Laevichlamys deliciosa,0.7072996,16.0684,0,0.7,97,Mollusca
Laevichlamys multisquamata,0.2136029,7.138752,0,0.675,18,Mollusca
Laevidentalium eburneum,0.5896758,18.85274,0,0.7575758,18,Mollusca
Laevidentalium erectum,0.360641,10.3768,0,0.6349206,207,Mollusca
Laevidentalium jaffaensis,0.1234632,5.768924,0,0.6341463,37,Mollusca
Laevidentalium lubricatum,0.1622991,7.502429,0,0.6614174,281,Mollusca
Laevilacunaria antarctica,0.04292308,4.912362,0,0.6842105,20,Mollusca
Laevityphis tillierae,0.1339399,6.289749,0,0.34375,26,Mollusca
Lamellaria latens,0.1232101,5.485262,0.03239753,0.7261904,89,Mollusca
Lamellitrochus carinatus,0.5663726,11.33232,0.008868933,0.4525548,19,Mollusca
Lamellitrochus lamellosus,0.3594444,9.343186,0,0.6046512,44,Mollusca
Lampadioteuthis megaleia,0.1107356,5.798394,0,0.5373135,37,Mollusca
Lamychaena hians,-0.5853336,3.007123,0.07609916,0.7636364,256,Mollusca
Laona quadrata,0.2993161,7.512704,0,0.7576792,288,Mollusca
Lataxiena desserti,-0.3908595,3.018422,0.06822351,0.6545454,60,Mollusca
Latiaxis mawae,0.318537,9.061103,0,0.6590909,19,Mollusca
Latiaxis pilsbryi,0.3123728,7.264781,0,0.3673469,23,Mollusca
Latirus rugosissimus,0.1150933,5.779854,0,0.3684211,22,Mollusca
Latisipho hypolispus,0.9546766,1,0.02142345,0.4369748,21,Mollusca
Leachia atlantica,0.2652021,7.647025,0,0.605042,67,Mollusca
Leachia cyclura,0.1281238,5.825696,0,0.691358,240,Mollusca
Leachia dislocata,-1.163816,6.997257,0.0934987,0.2358974,40,Mollusca
Leachia lemur,0.3955151,7.40565,0,0.6341463,65,Mollusca
Leachia pacifica,0.4968433,10.26151,0,0.6709677,96,Mollusca
Ledella aberrata,-1.6492,12.26594,-0.001,0.0487805,45,Mollusca
Ledella acinula,-1.847772,175.2819,-0.0009258253,0.4,14,Mollusca
Ledella inopinata,-1.448845,4.27876,0.08689913,0.2592593,28,Mollusca
Ledella jamesi,1.345195,0.6927168,0,0.8,19,Mollusca
Ledella messanensis,0.4506189,4.282906,0.08171487,0.625,195,Mollusca
Ledella miliacea,0.2812713,7.32001,0,0.6216216,32,Mollusca
Ledella pustulosa,0.2333931,3.910757,0.07435066,0.6174496,353,Mollusca
Ledella sublevis,0.02312325,5.071097,0,0.3483871,112,Mollusca
Ledella ultima,-2.844701,22.1973,0.06932373,0.1456954,320,Mollusca
Leiocithara perlucidula,0.4891321,9.978737,0,0.7042254,22,Mollusca
Leiocithara translucens,0.5827084,10.16809,0,0.6382979,25,Mollusca
Leiosolenus aristatus,0.1901665,7.696459,0,0.8139535,138,Mollusca
Leiosolenus bisulcatus,0.005526038,5.373717,0,0.7457627,197,Mollusca
Leiosolenus hanleyanus,0.2678677,8.210798,0,0.6470588,18,Mollusca
Leiosolenus mucronatus,0.2202875,7.43168,0,0.6956522,57,Mollusca
Lembulus gemmulatus,0.7223688,14.44851,0,0.7,105,Mollusca
Lembulus pella,-0.03906466,4.961894,0,0.6785715,235,Mollusca
Lepeta caeca,0.4527288,3.973625,0.03929439,0.7391304,195,Mollusca
Lepetodrilus atlanticus,0.914046,1.131764,0.09645815,0.4827586,106,Mollusca
Lepetodrilus cristatus,NaN,NaN,0,0.3333333,57,Mollusca
Lepetodrilus elevatus,NaN,NaN,0,0.4210526,206,Mollusca
Lepetodrilus nux,0.8584328,4.808408,0.0592999,0.1834862,160,Mollusca
Lepetodrilus ovalis,1.505285,1.413002,0.006406565,0.2702703,82,Mollusca
Lepetodrilus pustulosus,NaN,NaN,0,0.3636364,97,Mollusca
Lepidochitona furtiva,0.05169742,5.198213,0,0.6741573,22,Mollusca
Lepidochitona liozonis,-0.03400875,5.001266,0,0.6666666,85,Mollusca
Lepidoteuthis grimaldii,0.2130232,7.437303,0,0.7484663,97,Mollusca
Leptaxinus incrassatus,0.07195918,5.077838,0,0.3809524,143,Mollusca
Leptochiton algesirensis,0.1186485,5.382231,0,0.5454545,28,Mollusca
Leptochiton alveolus,0.2886202,4.318097,0.07687151,0.4903226,90,Mollusca
Leptochiton arcticus,0.4093794,2.75843,0.05005052,0.6837606,86,Mollusca
Leptochiton asellus,0.3210083,5.671119,0.07457573,0.764977,6007,Mollusca
Leptochiton boucheti,1.805492,1.848488,0.0196414,0.4457831,114,Mollusca
Leptochiton cancellatus,-0.02139823,4.981254,0,0.6821705,2542,Mollusca
Leptochiton saitoi,0.1296602,6.717319,0,0.3736264,17,Mollusca
Leptochiton smirnovi,0.9122562,1.165002,0.0743171,0.6839378,68,Mollusca
Leptochiton thandari,1.898215,1.609444,0.01073693,0.295858,17,Mollusca
Leptochiton vanbellei,0.05526942,10.77375,0.00431736,0.4197531,30,Mollusca
Leptocollonia innocens,0.8783624,1.331561,-9.710556e-05,0.7236842,88,Mollusca
Leptotrophon acerapex,0.07110086,6.896649,0,0.40625,58,Mollusca
Leptotrophon caledonicus,0.08427119,8.079814,0.05467242,0.2585034,31,Mollusca
Leptotrophon charcoti,0.3431052,6.916979,0,0.3846154,51,Mollusca
Leptotrophon metivieri,0.2506261,6.663952,0,0.2962963,48,Mollusca
Leptotrophon rigidus,0.08711258,7.35733,0.003083495,0.3146067,32,Mollusca
Leptotrophon spinacutus,0.3891936,7.157161,0,0.3666667,59,Mollusca
Leptotrophon surprisensis,0.5456747,7.181747,0.09538928,0.3391813,71,Mollusca
Leucosyrinx verrillii,0.1366529,8.047009,0,0.2531645,74,Mollusca
Leufroyia leufroyi,0.03994414,5.143138,0,0.5925926,41,Mollusca
Lima caribaea,0.3056885,9.408323,0,0.6486486,61,Mollusca
Lima lima,0.2842713,9.014769,0,0.8196721,158,Mollusca
Lima perfecta,0.5227373,9.600388,0,0.6551724,34,Mollusca
Lima zealandica,0.1862922,5.87046,0,0.7857143,166,Mollusca
Limacina bulimoides,0.3678997,10.65052,0,0.8043478,321,Mollusca
Limacina helicina,0.4801039,5.172795,0.07237266,0.8807693,7697,Mollusca
Limacina lesueurii,0.006434269,7.230704,0.009276057,0.78508,431,Mollusca
Limacina retroversa,0.3586089,6.154727,0.04841725,0.8646288,4497,Mollusca
Limacina trochiformis,0.1854586,7.020033,0,0.8174807,533,Mollusca
Limaria locklini,0.2653728,7.757786,0,0.627907,20,Mollusca
Limaria loscombi,0.1470166,6.722486,0,0.8738739,286,Mollusca
Limaria pellucida,0.1528997,7.250725,0,0.7857143,341,Mollusca
Limatula celtica,0.2559094,2.56355,0.0007143119,0.3333333,23,Mollusca
Limatula densecostata,0.2895427,7.797375,0,0.5333333,21,Mollusca
Limatula gwyni,0.1630259,5.318717,0,0.6666666,216,Mollusca
Limatula hodgsoni,0.8448635,1.661176,-0.0007067853,0.7564767,248,Mollusca
Limatula hyperborea,0.4026461,2.657898,0,0.6984127,20,Mollusca
Limatula iredalei,-0.2550063,4.746916,0.02620242,0.5263158,14,Mollusca
Limatula louiseae,-0.1567992,5.057671,0.0928624,0.4545454,18,Mollusca
Limatula maoria,0.1299386,5.556866,0,0.7234043,87,Mollusca
Limatula margaretae,-0.05690181,4.948502,0.05591146,0.7272727,65,Mollusca
Limatula ovalis,0.7291431,1.811082,0.004486122,0.654321,65,Mollusca
Limatula ponderi,0.09529242,5.975281,0,0.5641025,28,Mollusca
Limatula powelli,1.489488,1.01611,0.03336766,0.4285714,15,Mollusca
Limatula regularis,-0.001472162,5.081419,0,0.6101695,25,Mollusca
Limatula saturna,0.3826939,5.822089,0,0.4554455,17,Mollusca
Limatula siligo,-0.02257592,4.92941,0,0.4952381,13,Mollusca
Limatula simillima,0.975469,1.092383,0.01718997,0.575,49,Mollusca
Limatula subauriculata,0.01903517,5.171338,0,0.7258065,2542,Mollusca
Limatula subovata,-0.02389073,5.823472,0.03044801,0.5043478,151,Mollusca
Limatula suteri,0.005700573,5.327595,0,0.5747126,29,Mollusca
Limatula vigilis,0.1534533,5.117795,0,0.5432099,16,Mollusca
Limea austrina,0.04351913,5.348622,0,0.6666666,93,Mollusca
Limea bronniana,0.2951873,8.173059,0,0.8,63,Mollusca
Limea crassa,-0.08241809,6.843826,0.005662965,0.5181818,143,Mollusca
Limea parvula,0.1120174,6.533602,0,0.7288135,142,Mollusca
Limea pygmaea,1.165317,1.304648,0.07699539,0.605364,159,Mollusca
Limea torresiana,1.021696,37.77081,0,0.7246377,65,Mollusca
Limneria undata,0.6810554,2.334262,0.06583371,0.6091371,79,Mollusca
Limopsis aurita,0.07536215,5.8281,0,0.6020408,224,Mollusca
Limopsis chuni,0.5204308,10.12019,0,0.741573,53,Mollusca
Limopsis cristata,-0.05452062,8.560112,0.02390569,0.5739911,475,Mollusca
Limopsis enderbyensis,0.9471413,1.000096,0.06135526,0.6721312,34,Mollusca
Limopsis galatheae,-2.511347,461.4968,0.08729264,0.229885,55,Mollusca
Limopsis hirtella,0.9059573,1.708523,0.09805031,0.6013986,53,Mollusca
Limopsis janeiroensis,0.2677023,7.026782,0,0.6111111,12,Mollusca
Limopsis lilliei,0.7214484,1.889665,-0.001,0.6779661,187,Mollusca
Limopsis longipilosa,0.9143246,1.337912,0.07413196,0.5,28,Mollusca
Limopsis loringi,0.09171894,5.809362,0,0.6086956,22,Mollusca
Limopsis marionensis,1.070438,1.033531,0.06320942,0.7481481,513,Mollusca
Limopsis minuta,-0.2383538,13.4508,0.05922735,0.5942623,380,Mollusca
Limopsis natalis,0.3655378,9.560288,0,0.5869565,65,Mollusca
Limopsis penelevis,0.1294998,6.113076,0,0.6782609,136,Mollusca
Limopsis scabra,0.8488123,1.1243,0.06304096,0.5894737,18,Mollusca
Limopsis scotiana,-1.638122,324.2625,0.0152408,0.58,18,Mollusca
Limopsis soboles,0.2183603,7.154587,0,0.6526316,165,Mollusca
Limopsis sulcata,0.4063936,9.695019,0,0.7394958,163,Mollusca
Limopsis tasmani,0.547298,4.114752,0,0.6461538,17,Mollusca
Limopsis tenella,0.8388473,1.152785,0.02984863,0.6,129,Mollusca
Limopsis tenisoni,-0.2397777,5.784618,0.09703174,0.6206896,88,Mollusca
Linatella caudata,0.1037155,6.359546,0,0.7671233,94,Mollusca
Linucula hartvigiana,0.1659045,5.657041,0,0.7941176,67,Mollusca
Liocarinia disjuncta,0.1619243,6.571712,0,0.6268657,15,Mollusca
Lioconcha melharteae,0.04873617,5.583737,0,0.5806452,41,Mollusca
Lioconcha ornata,-1.082023,1.625756,0.09111925,0.7906977,370,Mollusca
Liocranchia reinhardtii,0.3187765,9.602551,0,0.8163265,311,Mollusca
Liocranchia valdiviae,0.1019332,6.423338,0,0.8333333,65,Mollusca
Liotella petalifera,0.127845,6.222884,0,0.6666666,41,Mollusca
Lippistes cornu,0.1073345,6.022613,0,0.7111111,28,Mollusca
Lirophora latilirata,0.2008242,7.37604,0,0.7428571,139,Mollusca
Lirophora obliterata,0.3627521,9.210906,0,0.7575758,26,Mollusca
Lischkeia alicei,0.6631171,1.240364,0.04355791,0.5,12,Mollusca
Lissarca aucklandica,0.319656,3.991696,0.03555619,0.5151515,72,Mollusca
Lissarca miliaris,0.05951169,5.489809,0,0.6415094,57,Mollusca
Lissarca notorcadensis,1.185138,1.012955,0.005225611,0.766129,1053,Mollusca
Lissodrillia schroederi,0.1317448,6.090113,0,0.6428571,32,Mollusca
Lissodrillia simpsoni,0.1059749,5.766269,0,0.6486486,32,Mollusca
Lissotesta liratula,0.8208773,1.202318,0.0357734,0.5617977,21,Mollusca
Lissotesta macknighti,0.5816271,1.652399,0.04007929,0.4761904,11,Mollusca
Lissotesta mammillata,0.9488708,1.006158,0.06176614,0.6336634,28,Mollusca
Lissotesta micra,0.03680171,5.304431,0,0.5925926,38,Mollusca
Lissotesta minutissima,0.702325,1.39453,0.07797593,0.72,44,Mollusca
Lissotesta strebeli,0.7407752,1.39453,0.07797593,0.7070707,33,Mollusca
Lissotesta unifilosa,0.6029503,1.637353,0.02654382,0.6410257,29,Mollusca
Lithophaga nigra,0.1313648,6.777977,0,0.8297873,120,Mollusca
Litiopa melanostoma,0.1890014,7.281722,0,0.7457627,166,Mollusca
Livonia roadnightae,0.08752069,5.653965,0,0.5957447,67,Mollusca
Lobatus raninus,0.1441142,7.11102,0,0.7142857,261,Mollusca
Loligo forbesii,0.2020982,5.945164,0,0.8263473,18763,Mollusca
Loligo vulgaris,0.4668641,10.32804,0,0.7727273,5272,Mollusca
Loliolus (Nipponololigo) beka,-0.6185246,8.445037,0.09183227,0.5910653,100,Mollusca
Loliolus (Nipponololigo) japonica,0.026933,5.235431,0,0.7297298,62,Mollusca
Loliolus (Nipponololigo) sumatrensis,0.1429285,6.645968,0,0.6666666,20,Mollusca
Loliolus (Nipponololigo) uyii,-0.06506544,5.462716,0,0.6336634,11,Mollusca
Lorabela davisi,NaN,NaN,0,0.6875,21,Mollusca
Lorabela pelseneeri,0.9812762,1.003772,0.0617951,0.6837606,39,Mollusca
Lorabela plicatula,0.510592,3.070358,0,0.5974026,23,Mollusca
Loricella profundior,1.178849,2.300042,0.08449253,0.4067796,34,Mollusca
Loripinus fragilis,0.05706461,5.288023,0,0.7472527,230,Mollusca
Lucapina aegis,0.1030663,6.237675,0,0.7164179,28,Mollusca
Lucapina sowerbii,0.1782833,7.580852,0,0.7169812,115,Mollusca
Lucapina suffusa,0.3986303,10.24662,0,0.65,66,Mollusca
Lucapinella limatula,0.1909619,7.413856,0,0.7567568,98,Mollusca
Lucerapex casearia,0.3177148,7.451581,0,0.5,25,Mollusca
Lucinoma annulata,0.8556643,5.053968,0,0.7785235,112,Mollusca
Lucinoma borealis,0.2559459,6.275469,0.09997243,0.7467811,3496,Mollusca
Lucinoma capensis,0.2068322,6.403831,0,0.5950413,42,Mollusca
Lucinoma euclia,-0.04306553,6.302414,0.09574039,0.6521739,17,Mollusca
Lucinoma filosa,0.2946573,8.053865,0,0.8533334,725,Mollusca
Lucinoma galathea,0.3342066,5.239177,0,0.6962963,67,Mollusca
Lucinoma lamellata,0.1777263,4.160103,0,0.6666666,16,Mollusca
Lunovula superstes,0.2010804,6.532583,0,0.3116883,131,Mollusca
Luria cinerea,0.197637,7.860205,0,0.7317073,204,Mollusca
Luria lurida,-0.02450761,4.940045,0,0.5416666,34,Mollusca
Lurifax vitreus,-2.261762,8.354241,0.03175186,0.2666667,68,Mollusca
Lusepiola birostrata,0.04319498,9.28298,0.04195594,0.6426966,165,Mollusca
Lutraria angustior,0.04985118,5.955539,0.05973692,0.7179487,56,Mollusca
